video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,commentCount,duration,definition,durationSecs,dayPublished,tagCount
hY3B_sTrqeg,Be Kind Rewind,Why Myrna Loy Never Got an Oscar Nomination | Always Second Best Actress,"Start speaking a new language in 3 weeks with Babbel! Get up to 65% OFF your subscription HERE: https://go.babbel.com/12m65-youtube-bekindrewind-apr-2022/default 

In this video I talk about Myrna Loy: the very strange start to her career, why she was called ""the perfect wife,"" and why she was never nominated for an Oscar. 

The Best Years of Our Lives: https://www.youtube.com/watch?v=YiPbcX26nr4 (also streaming on Amazon Prime)

Libeled Lady (a favorite of mine) is streaming on HBO Max

The Black Watch is streaming on the Criterion Channel

Check your local listings for TCM re: the Thin Man movies, they show those all the time

The Thin Man Goes Home: https://www.youtube.com/watch?v=TT7PeXVlPMU 

Shadow of the Thin Man: https://www.youtube.com/watch?v=8pwQ3VxFUuk 

If This Be Sin: https://www.youtube.com/watch?v=eftmy89xVGk 

The Barbarian: https://www.youtube.com/watch?v=C3egPUy4Cg0 

Vanity Fair: https://www.youtube.com/watch?v=fWwUICVzLTg 

The Red Pony: https://www.youtube.com/watch?v=i3U4IQI85Q8 

Topaze: https://www.youtube.com/watch?v=yvS1zJ0erTA 

Bette Davis Oscar Video: https://www.youtube.com/watch?v=1aCgkHVUOgE&t=457s 

Luise Rainer Oscar Video: https://www.youtube.com/watch?v=YFcJlFy53B4&t=3s 

Thank you to Spencer Glesby for the help!

Thank you to my Patrons! Find me on Patreon/social at:

https://www.patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2022-04-26 22:50:32+00:00,61398,3829,489,PT37M14S,hd,2234,Tuesday,0
_pFUv9Cneuw,Be Kind Rewind,Miyoshi Umeki: The First East Asian Woman to Win an Acting Oscar,"Get a whole month of great cinema FREE on MUBI: https://mubi.com/bekindrewind

Lee Grant's DOWN AND OUT IN AMERICA is now streaming on MUBI in the US and Canada

In this video I talk about Miyoshi Umeki - the first East Asian woman to win an acting Oscar!

Sayonara is currently streaming on Tubi and Amazon Prime

The Donna Reed Show is currently streaming on Tubi

Flowing is currently streaming on the Criterion Channel

Watch Flower Drum Song here: https://www.youtube.com/watch?v=cOj7mjFTAGQ

Watch Peyton Place here: https://www.youtube.com/watch?v=2WYjo-Wrd2w

Miyoshi Umeki singing: 
Spotify playlist: https://open.spotify.com/playlist/2GVEkWWf06au2MfxqIdMcg?si=76fd5dc5d9f847ab
https://www.youtube.com/watch?v=9r8slsfL0cw
https://www.youtube.com/watch?v=if_3PfaJB68 

Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2022-04-01 01:04:17+00:00,63564,4052,320,PT28M37S,hd,1717,Friday,0
Fnr0-hBYwlg,Be Kind Rewind,Ruth Gordon's Unique and Defiant Journey to Oscar,"Get a whole month of great cinema FREE on MUBI: https://mubi.com/bekindrewind

In this video I talk about the resilience of Ruth Gordon and her Oscar win for Rosemary's Baby in 1969! 

Read Ruth Gordon's books for free online:
An Open Book: https://archive.org/details/ruthgordonopenbo00gord
Myself Among Others: https://archive.org/details/myselfamongother0000unse 

Watch some of Ruth's Movies:
Rosemary's Baby is streaming on Hulu
Inside Daisy Clover is streaming on HBO Max
Adam's Rib is streaming on HBO Max
Edge of Darkness: https://www.youtube.com/watch?v=Mk8p45qlzUc
Lord Love a Duck: https://www.youtube.com/watch?v=lYXSdXD34Vs
A Double Life: https://www.youtube.com/watch?v=24C6vASJWaU

Just leaving this here: https://twitter.com/Portrait_Movie/status/1233540586688282624",,2022-02-20 19:14:30+00:00,90493,4684,449,PT27M31S,hd,1651,Sunday,0
lBPdwnFj_c8,Be Kind Rewind,The Making of Marilyn Monroe's Very Meta Last Film,"Get a whole month of great cinema FREE on MUBI: https://mubi.com/bekindrewind

In this video I talk about how The Misfits dissects, subverts, and mirrors Marilyn’s star persona, some of those behind-the-scenes-scandals, and why The Misfits is the strangest, most foreboding meta-commentary on her career that exists.

Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2022-01-31 22:08:03+00:00,174652,8124,866,PT36M47S,hd,2207,Monday,0
G8yPPQqahv0,Be Kind Rewind,Why Tallulah Bankhead Never Became a Movie Star,"Go to https://NordVPN.com/bekindrewind  to get a 2-year plan at a huge discount plus 1 month free. It’s risk free with Nord’s 30 day money-back guarantee!

In this video I take a look at Tallulah Bankhead's film career: why it never took off and why she never needed it to!

The Cheat: https://www.youtube.com/watch?v=JmlM4zyLH98
Tarnished Lady: https://www.youtube.com/watch?v=LGT_zGDmwWA
My Sin: https://www.youtube.com/watch?v=30QGgc_jUyk 
Devil and the Deep: https://www.youtube.com/watch?v=RcpzwAHCfas 

Lifeboat is currently streaming on the Criterion Channel


Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2022-01-17 22:01:34+00:00,273118,9100,917,PT51M53S,hd,3113,Monday,0
vwGsNPHvghU,Be Kind Rewind,Comparing the film versions of West Side Story,"Start speaking a new language in 3 weeks with Babbel. Get up to 65% OFF your  subscription ➡ Here: https://go.babbel.com/12m65-youtube-bekindrewind-dec-2021/default 

In this video I talk about how the 1961 film version of West Side Story differs from the 2021 version. 

Here's more about Rita Moreno: https://www.youtube.com/watch?v=eLEFmVC1VJc 

Here's more about that Audrey Hepburn situation: https://www.youtube.com/watch?v=unqQM3nuO-o

Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2021-12-21 02:32:20+00:00,270581,10647,1635,PT41M36S,hd,2496,Tuesday,0
CuBu28jal60,Be Kind Rewind,12 Days of Actress ft. your favorite YouTubers,"Holiday Deal! Go to https://NordVPN.com/bekindrewind  to get a 2-year plan at a huge discount plus 1 month free. It’s risk free with Nord’s 30 day money-back guarantee!

This holiday season, I asked some of my favorite YouTubers to recommend a great performance in a movie they love. Here's what they had to say!

Here's this list on Letterboxd: https://letterboxd.com/bkrewind/list/12-days-of-actress/

Check out my contributors' channels if you haven't already! I promise you'll have a good time.

Mina Le:
https://www.youtube.com/c/minale99
Watch What's Up, Doc? on HBO Max

Jaymes Mansfield:
https://www.youtube.com/c/JaymesMansfield
Watch Suspiria on Tubi: https://tubitv.com/movies/326260/suspiria?start=true&utm_source=google-feed&tracking=google-feed 

Melina Pendulum aka Princess Weekes:
https://www.youtube.com/c/MelinaPendulum
Watch Batman on HBO Max

Matt Baume: 
https://www.youtube.com/c/MattBaume
Watch West Side Story on Hulu

ModernGurlz:
https://www.youtube.com/c/ModernGurlz
Watch Attack! on Amazon Prime

The Armchair Auteur:
https://www.youtube.com/c/TheArmchairAuteur
Watch Jackie Brown on Hulu and HBO Max

Yhara Zayd:
https://www.youtube.com/c/Yharazayd
Watch Eve's Bayou on HBO Max

Eyebrow Cinema:
https://www.youtube.com/c/EyebrowCinema
Watch Summer Interlude on The Criterion Channel

Rowan Ellis:
https://www.youtube.com/c/RowanEllisVideos
Watch Scream on Pluto, Amazon/Paramount+

Cold Crash Pictures:
https://www.youtube.com/user/coldcrashpictures
Watch with Amazon Prime Premium subscription

Broey Deschanel:
https://www.youtube.com/c/BroeyDeschanel 
Watch Deathtrap: https://ok.ru/video/1043470944948 

and then there's ME!
Watch La Ceremonie on The Criterion Channel 

Here are the 25 Days of Actress videos from last year:
https://www.youtube.com/watch?v=kdGr5A7CtJg&list=PLyaBHDKIn8HHjeltjBDguMbnlhNBU7aAc

Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2021-12-12 16:22:20+00:00,49836,3483,413,PT39M54S,hd,2394,Sunday,0
6BVb2mGcXxE,Be Kind Rewind,Lee Grant Overcame the Blacklist and Won an Oscar,"Try Sundance Now free for 30 days by going to http://SundanceNow.com and use promo code bkrewind

In this video I talk about the career of Lee Grant: how she was blacklisted, how she got off the list, and how it shaped both her art and her world view. 

Watch the TVTV Oscars Doc: https://mediaburn.org/video/tvtv-looks-at-the-academy-awards-2/ 

Watch The Landlord: https://www.youtube.com/watch?v=_BZncZK9qk4 

Watch Valley of the Dolls: https://www.youtube.com/watch?v=rbzuxcxpirU 

Watch The Neon Ceiling: https://www.youtube.com/watch?v=4lETdpRBlc0 

What is McCarthyism? https://www.youtube.com/watch?v=N35IugBYH04 

Read Red Channels: https://babel.hathitrust.org/cgi/pt?id=uc1.31822043022086&view=1up&seq=7&skin=2021 

Shampoo is currently streaming on Showtime

In the Heat of the Night is currently streaming on Cinemax and DirectTV

Thank you to my Patrons! Find me on Patreon/social at:

https://www.patreon.com/bkrewind
twitter: bkrewind
instagram: bk_rewind
tiktok: bkrewind",,2021-11-30 00:51:21+00:00,95383,5104,543,PT35M6S,hd,2106,Tuesday,0
DfuR620pLog,Be Kind Rewind,Comparing The Addams Family Sitcom and 90s Movies,"To try Shudder free for 30 days, go to https://www.shudder.com/ and use promo code bekindrewind!

In this video, I take a look at why The Addams Family was called “television’s answer to whatever you don’t like about the 20th century” and think about what that means in the 1960s vs. 1990s. 

Why no Lily Munster? By History Tea Time with Lindsay Holiday: https://www.youtube.com/watch?v=An15ZHGBtnc 

Some Addams Family episodes are on YouTube (you can also stream the whole series if you have Amazon Prime through IMDB). Here’s the first episode: https://www.youtube.com/watch?v=HQlB4jSy-3Q 

Stream seasons 5 & 6 of Bewitched for free on Tubi 

Stream seasons 2-4 of I Dream of Jeannie for free on Tubi

Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2021-10-28 00:41:22+00:00,234864,15290,985,PT29M43S,hd,1783,Thursday,0
26kzCQ6SbxE,Be Kind Rewind,Why Deborah Kerr Never Won an Oscar | Always Second Best Actress,"Go to https://nordpass.com/bekindrewind and use code bekindrewind to get 50% off a 2 year NordPass Premium plan plus 4 free months!

In this video, I dive deep into the career of Deborah Kerr. I talk about her ladylike persona, why it’s not quite as ladylike as you might think, the timing of her fame, and why she tends to be overlooked as a celebrity.

The Criterion Channel is currently streaming a ton of Deborah Kerr videos so make sure you check them out. 

Here are a few of her movies on YouTube:

Black Narcissus (my favorite): https://www.youtube.com/watch?v=sQA5fGkiBk8
The Innocents: https://www.youtube.com/watch?v=-0P4yNjMUvA
The Life and Death of Colonel Blimp: https://www.youtube.com/watch?v=kkQGZdgJcRo
Prudence and the Pill: https://www.youtube.com/watch?v=zEnud5ALbYA
The Naked Edge: https://www.youtube.com/watch?v=-0hOYI4ugic

Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
Tik Tok: bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2021-09-30 21:35:19+00:00,205365,7264,1007,PT43M31S,hd,2611,Thursday,0
0Gs-l6yHKHY,Be Kind Rewind,How Breakfast at Tiffany's Turned into a Totally Different Movie | Adapting a Classic,"Get a month of great cinema free on MUBI: https://mubi.com/bekindrewind
With the support of Creative Europe – MEDIA Programme of the European Union

In this video I talk about the film adaptation of Breakfast at Tiffany’s and why it’s so different from the book (which is maybe better? TBD). 

Here’s a PDF of Breakfast at Tiffany’s if you’d like to read it for yourself. It’s short! https://www.pf.jcu.cz/stru/katedry/aj/doc/sukdolova/Truman_Capote_-_Breakfast_At_Tiffanys.pdf 

The Many Lives of Mr. Yunioshi by Melissa Phruksachart: https://www.academia.edu/36063391/The_Many_Lives_of_Mr._Yunioshi_Yellowface_and_the_Queer_Buzz_of_Breakfast_at_Tiffanys 

#OscarsSoWhite From Anna May Wong to Awkwafina: https://www.youtube.com/watch?v=8mmcvgd8XF0 

Audrey Hepburn’s Oscar Win: https://www.youtube.com/watch?v=SBWaQUabpus 

Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2021-08-31 23:06:33+00:00,217477,9654,1411,PT36M50S,hd,2210,Tuesday,0
INHP-Vahb3k,Be Kind Rewind,When Classic Film Actors Guest Star on Sitcoms,"Get a month of great cinema free on MUBI: https://mubi.com/bekindrewind
With the support of Creative Europe – MEDIA Programme of the European Union

In this video, I talk about the various ways classic film actors guest starred on sitcoms: how the shows used their personas, how fame is used as a plot device, and how they represent nostalgia. 

If you’re interested in some of the shows I talk about, here’s where they’re streaming:

Here’s Lucy - Amazon Prime
The Nanny - HBO Max, Tubi
A Different World - Amazon Prime
I Love Lucy - Paramount+
The Golden Girls - Hulu
Friends - HBO Max
That Girl - Amazon Prime
One Day at a Time - Netflix

The Mr. Ed episode with Mae West: https://www.dailymotion.com/video/x60lelo 
The Beverly Hillbillies episode with Gloria Swanson: https://www.dailymotion.com/video/x6p88ud 

Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2021-07-31 23:53:52+00:00,122526,6064,655,PT27M11S,hd,1631,Saturday,0
mEWWxAVthyA,Be Kind Rewind,Vivien Leigh and the Adaptation of 'A Streetcar Named Desire' | 1952,"Go to https://NordVPN.com/bekindrewind and use code BEKINDREWIND to get a 2-year plan at a huge discount plus a free bonus. It’s risk free with Nord’s 30 day money-back guarantee! 

In 1951, Vivien Leigh won her second Best Actress Oscar for playing Blanche DuBois in A Streetcar Named Desire. In this video I look at some of the challenges posed by adapting that play for the screen and how she acted alongside the cast of the original Broadway production. 

Here's my video about Vivien Leigh and Gone with the Wind: https://www.youtube.com/watch?v=MuP1T0m0OZ4 

Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2021-06-30 23:02:04+00:00,121023,6564,807,PT23M48S,hd,1428,Wednesday,0
ll6i1ePh2Cs,Be Kind Rewind,How Madonna References Classic Films,"The first 1,000 people to use this link will get a 1 month free trial of Skillshare: https://skl.sh/bekindrewind06211

In this video, we take a look at how Madonna uses classic film references to comment on politics, sexuality, and her star persona. 

Thank you to Sydney Urbanek for her excellent writing and encyclopedic Madonna knowledge. 

Check out her work here: 
https://sydurbanek.ghost.io/
https://muckrack.com/sydney-urbanek 
https://twitter.com/sydurbanek 

Most of Madonna’s tours are on YouTube. Here are a few:
Blond Ambition: https://www.youtube.com/watch?v=CpzdVuMR-4Q 
Who’s That Girl: https://www.youtube.com/watch?v=MWocCYNpI9o 

Weimar Berlin Documentary: https://www.youtube.com/watch?v=UUdTQZ7tA2c 

Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2021-06-21 23:35:31+00:00,148939,10653,1376,PT36M19S,hd,2179,Monday,0
eAi8-vqslVU,Be Kind Rewind,Politics and the Star Persona of Katharine Hepburn,"The first 1000 people to use this link will get 30% off an annual Skillshare Premium https://skl.sh/bekindrewind05211

In this video I take a look at how Katharine Hepburn’s real life beliefs and behaviors made their way into her star persona. 

Thank you to Spencer Glesby for your help!

Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Ginger Rogers/KH/Philadelphia Story video: https://www.youtube.com/watch?v=HkKTllMa2_M 

You Must Remember This on KH and HUAC  http://www.youmustrememberthispodcast.com/episodes/2016/2/26/the-african-queen-humphrey-bogart-katharine-hepburn-and-john-huston 

KH’s Anti-HUAC speech 1947: https://www.youtube.com/watch?v=KN5q0Am_-e8 

MANK video about 1934 Election: https://www.youtube.com/watch?v=-eOb4cI-Pbo&t=17s 

KH on Dick Cavett: https://www.youtube.com/watch?v=8y631paPoPA 

Music from Epidemic Sound",,2021-05-14 23:20:19+00:00,143015,6925,663,PT27M51S,hd,1671,Friday,0
QxCV_OJxJtE,Be Kind Rewind,Chloé Zhao's Oscar Win: Moment or Movement?,"Go to https://NordVPN.com/bekindrewind and use code BEKINDREWIND to get a 2-year plan plus 1 additional month with a huge discount. It’s risk free with Nord’s 30 day money-back guarantee!

In this video I talk about some of the common threads that connect (or don’t) the 7 women who have been nominated for the Best Director Oscar. 

Thank you to Maria San Filippo for your time and expertise!
Learn more about her work and buy her excellent books here: https://www.emerson.edu/faculty-staff-directory/maria-san-filippo 

Broey Deschanel’s video on Marie Antoinette: https://www.youtube.com/watch?v=65lUqc_fCig

The USC Annenberg Inclusion Initiative: https://annenberg.usc.edu/research/aii

Center for the Study of Women in Television and Film: https://womenintvfilm.sdsu.edu/research/ 

Geena Davis Institute: https://seejane.org/

Thank you to my Patrons! Find me on Patreon/social at:

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2021-04-29 00:59:23+00:00,88771,5417,785,PT21M54S,hd,1314,Thursday,0
ItXexAOS-TE,Be Kind Rewind,The Top 10 Film Performances of 2020,"The first 1000 people to use the link will get a free trial of Skillshare Premium Membership: https://skl.sh/bekindrewind04211 

I made a list of the performances I liked the most in 2020! I hope, if you haven't seen some of these, that this encourages you to check them out. I left links/streaming locations for everything below. Be sure to let me know if you think my taste is garbage.

The Nest: rent on Youtube for $3.99

Da 5 Bloods: streaming on Netflix

Minari: rent on major platforms for $20.00

Sound of Metal: streaming on Amazon Prime

The 40 Year Old Version: streaming on Netflix

Never Rarely Sometimes Always: streaming on HBO Max

Judas and the Black Messiah: rent on major platforms for $20.00

Black Bear: streaming on Spectrum, rent on major platforms for $3.99

Miss Juneteenth: Streaming on Kanopy (free) and BET+

Review by Angelica Jade Bastièn: https://www.vulture.com/article/miss-juneteenth-is-a-gently-beautiful-film-worth-celebrating.html

Nomadland: streaming on Hulu

THANK YOU to my Patrons!

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2021-04-09 00:32:51+00:00,64040,3744,627,PT21M55S,hd,1315,Friday,0
eLEFmVC1VJc,Be Kind Rewind,"Rita Moreno and Overcoming ""Otherness"" | #OscarssoWhite","The first 1000 people to use the link will get a free trial of Skillshare Premium Membership: https://skl.sh/bekindrewind03211 

ARTICLES:

For more on Latinas in the silent era, check out “The Complicated Colorism of Latina Actresses in Film”: https://zora.medium.com/the-complicated-colorism-of-latina-actresses-in-film-10db4fab5e4f

Latinx/e/os discourse:

https://www.washingtonpost.com/outlook/latinx-latinos-unpopular-gender-term/2020/12/18/bf177c5c-3b41-11eb-9276-ae0ca72729be_story.html

https://www.motherjones.com/media/2019/06/digging-into-the-messy-history-of-latinx-helped-me-embrace-my-complex-identity/ 

https://www.pewresearch.org/hispanic/2020/08/11/about-one-in-four-u-s-hispanics-have-heard-of-latinx-but-just-3-use-it/

https://remezcla.com/culture/latinx-latine-comic/ 

Latino vs. Hispanic: https://www.pewresearch.org/fact-tank/2020/09/15/who-is-hispanic/ 

Untitled Latinx Project: https://untitledlatinxproject.com/la-letter 

MOVIES:

The Ring: https://www.youtube.com/watch?v=4WTiaMY8WSM

This Rebel Breed: https://www.youtube.com/watch?v=LwfvIUA7G2Q 

Bird of Paradise: https://www.youtube.com/watch?v=O4MOU5YRc7c 

La Otra: https://www.youtube.com/watch?v=s-Sk0Y6MbSU 

Dante’s Inferno: https://www.youtube.com/watch?v=Y2VkUJC_hWE 

Island in the Sun: https://www.youtube.com/watch?v=eYPD1twzYmM 

West Side Story streaming on Hulu

Rita Moreno and the Muppets: https://www.youtube.com/watch?v=VoIZQh1IjI8

CREDITS

THANK YOU to my Patrons!
Check out the perks and become a patron at: https://www.patreon.com/bkrewind​

twitter: bkrewind
instagram: bk_rewind

Music from Epidemic Sound",,2021-03-20 16:27:40+00:00,151622,8209,1370,PT33M34S,hd,2014,Saturday,0
